"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","rating","genre","director","writer","studio","runtime","cast","description"
"https://www.rottentomatoes.com/m/orion_the_man_who_would_be_king","Orion: The Man Who Would Be King","(2015)","https://resizing.flixster.com/lzgpmOo3atcEBFY1Z7JbOWMXFuE=/206x305/v1.bTsxMTIwMzU2MjtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Orion: The Man Who Would Be King","85","85%","6.9/10","11","","NR","Documentary","Jeanie Finlay","Jeanie Finlay","","","Jimmy Ellis 
 
 
 
 Orion Eckley Darnell","Following the death of Elvis Presley in 1977, a masked mystery man with the voice of The King emerged. Who was Orion? Where did he come from? And was he really the second coming of Elvis? At once a stranger-than-fiction music industry mystery and a poignant investigation of fame, identity, and destiny, Orion: The Man Who Would Be King gets the wild, behind-the-scenes story of a talented but overlooked artist who sold his soul for pop stardom-and wound up paying the price."
"https://www.rottentomatoes.com/m/tell_spring_not_to_come_this_year","","","https://resizing.flixster.com/u-eoLdAzNbFPMf04snPmzOvZyCc=/206x305/v1.bTsxMTQ1MjUyNDtqOzE3NjgyOzEyMDA7NjMwOzg0MA","Tell Spring Not To Come This Year","86","88%","6.6/10","6","","NR","Documentary","Saeed Taji Farouky; Michael McEvoy","","","","","This film follows one unit of the Afghan National Army over the course of their first year of deployment in Helmand without NATO support. It is an intimate film about the human side of combat, told from a largely unheard and misrepresented perspective, that explores the deep personal motivations, desires and struggles of a band of fighting men on the frontline. Without a NATO soldier in sight, and no narrative but their own, this is the war in Afghanistan, through the eyes of the Afghans who live it."
"https://www.rottentomatoes.com/m/7_minutes","7 Minutes","(2015)","https://resizing.flixster.com/cwSUPcnYwsgmDOQFANRyz1GBHrA=/206x305/v1.bTsxMTE5MTM2OTtqOzE3Njc5OzEyMDA7Mjc2NDs0MDk2","7 Minutes","19","17%","3.7/10","3","","NR","Drama","Jay Martin (V)","Jay Martin (V)","","","Luke Mitchell 
as Sam 
 
 
 
 Jason Ritter 
as Mike 
 
 
 
 Zane Holtz 
as Owen 
 
 
 
 Leven Rambin 
as Kate 
 
 
 
 Kris Kristofferson 
as Mr. B 
 
 
 
 Kevin Gage 
as Tuckey 
 
 
 
 Joel Murray 
as Uncle Pete 
 
 
 
 Russell Hodgkinson 
as Lawrence 
 
 
 
 Chris Soldevilla 
as Doug 
 
 
 
 Dylan Arnold 
as Teddy 
 
 
 
 Brandon Hardesty 
as Jerome 
 
 
 
 Jessica Martin 
as Kirsten 
 
 
 
 Richard Morris 
as Bruce 
 
 
 
 D'Angelo Midili 
as Johnny 
 
 
 
 Mariel Neto 
as Brandi 
 
 
 
 Gerald Grissette 
as The Wide Receiver 
 
 
 
 Rodney Sherwood 
as Jerry 
 
 
 
 Rosalie Autumn Miller 
as Annie 
 
 
 
 Meg McLynn 
as Dottie 
 
 
 
 Megan Barkley 
as Mindy 
 
 
 
 Luke Schuck 
as Grinder 
 
 
 
 Tamarah Pearson 
as Bunny 
 
 Show More Cast","After becoming indebted to a psychopathic drug lord, three desperate young men are forced to commit a brazen robbery. What begins as a simple plan - 'in and out in seven minutes' - quickly escalates into a dangerous game of life-or-death. As each minute of the heist ticks by, true motives are revealed and unexpected twists ratchet up the stakes to a thrilling crescendo. The feature film debut from celebrated music video director Jay Martin, this stylish and fast-paced crime thriller stars Luke Mitchell (TV's AGENTS OF S.H.I.E.L.D), Jason Ritter (TV's GIRLS), Leven Rambin (TV's TRUE DETECTIVE), Kris Kristofferson (BLADE FRANCHISE, WATCHMEN), Zane Holtz (TV's FROM DUSK TILL DAWN), and Joel Murray (GOD BLESS AMERICA). (C) Starz"
"https://www.rottentomatoes.com/m/los_reyes_del_pueblo_que_no_existe","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Los reyes del pueblo que no existe","100","","7/10","7","","NR","Documentary","Betzabé García","Betzabé García","","","Irineo Osuna Enciso 
 
 
 
 María Aura Zazueta Lamphar 
 
 
 
 Ramiro Osuna Moreno 
 
 
 
 Paula Sánchez Osuna 
 
 
 
 Cipriano Osuna Sánchez",""
"https://www.rottentomatoes.com/m/nine_lives_2016","Nine Lives","(2016)","https://resizing.flixster.com/ASv0PfHjF6xuyAlnKEvaKYyWoq4=/206x305/v1.bTsxMjA2MTc4MDtqOzE3NTk5OzEyMDA7OTAwOzEzMzM","Nine Lives","13","41%","2.9/10","8","","PG (for thematic elements, language and some rude humor)","Comedy","Barry Sonnenfeld","Gwyn Lurie; Matt Allen; Caleb Wilson; Ben Shiffrin; Daniel Antoniazzi","EuropaCorp","87 minutes","Kevin Spacey 
as Tom Brand 
 
 
 
 Jennifer Garner 
as Lara 
 
 
 
 Christopher Walken 
as Felix Grant 
 
 
 
 Malina Weissman 
as Rebecca 
 
 
 
 Teddy Sears 
as Josh 
 
 
 
 Talitha Bateman 
as Nicole 
 
 
 
 Jay Patterson 
as Benson 
 
 
 
 Robbie Amell 
as David 
 
 
 
 Cheryl Hines 
as Madison Camden 
 
 
 
 Mark Consuelos 
as Ian Cox 
 
 
 
 Jewelle Blackman 
as Doctor Cole 
 
 
 
 Serge Houde 
as Stein 
 
 
 
 Mark Camacho 
as Josh Boone 
 
 
 
 Christopher Wilding 
as Chirpy Employee 
 
 
 
 Kyle Gatehouse 
as Nerdy Employee 
 
 
 
 Ellen David 
as Tom's Secretary 
 
 
 
 Camille Ross 
as Monica Baptiste 
 
 
 
 Jack Hallett 
as Mayor Edwards 
 
 
 
 Tristan D. Lalla 
as Hefty Guard 
 
 
 
 Brad Aldous 
as Lanky Guard 
 
 
 
 Julianne Jain 
as Banker 
 
 
 
 Jason Cavalier 
as Skydiving Coach 
 
 
 
 Jason Blicker 
as EMT #1 
 
 
 
 Kwasi Songui 
as EMT #2 
 
 
 
 Robert Harrison 
as EMT #3 
 
 
 
 Lori Graham 
as Anchor 
 
 
 
 Sook Hexamer 
as Japanese Woman 
 
 
 
 Emilee Veluz 
as Nurse 
 
 
 
 Melissa Duncan 
as Seon-Nurse #2 
 
 
 
 Melissa Duncan-Seon 
as Nurse #2 
 
 
 
 David-Alexandre Coiteux 
as Samson - Security MIB 
 
 
 
 Meghan Gabruch 
as Ian's Assistant 
 
 
 
 Jon Olson 
as TomCat Sounds 
 
 
 
 Chloe Sonnenfeld 
as Additional Voices 
 
 
 
 Barry Sonnenfeld 
as Additional Voices 
 
 Show More Cast","Tom Brand (Kevin Spacey) is a daredevil billionaire at the top of his game. His eponymous company FireBrand is nearing completion on its greatest achievement to date - the tallest skyscraper in the northern hemisphere. But Tom's workaholic lifestyle has disconnected him from his family, particularly his beautiful wife Lara (Jennifer Garner) and his adoring daughter Rebecca (Malina Weissman). Rebecca's 11th birthday is here, and she wants the gift she wants every year, a cat. Tom hates cats, but he is without a gift and time is running out. His GPS directs him to a mystical pet store brimming with odd and exotic cats- where the store's eccentric owner- Felix Perkins (Christopher Walken), presents him with a majestic tomcat, named Mr. Fuzzypants. En route to his daughter's party, Tom has a terrible accident. When he regains consciousness he discovers that somehow, he has become trapped inside the body of the cat. Adopted by his own family, he begins to experience what life is truly like for the family pet, and as a cat, Tom begins to see his family and his life through a new and unexpected perspective. Meanwhile, his family adjusts to life with an odd and stubborn cat, and his son David (Robbie Amell), steps up in ways Tom never expected. If any hope exists of returning to his family as the husband and father they deserve, Tom will have to learn why he has been placed in this peculiar situation and the great lengths he must go to earn back his human existence."
"https://www.rottentomatoes.com/m/dolly_partons_coat_of_many_colors","","","https://resizing.flixster.com/ADLxONUCNhYH25Hd1wu-29MDzgY=/206x305/v1.bTsxMTkyMjUyNTtqOzE3NTk3OzEyMDA7Njc3OzkwMA","Dolly Parton's Coat of Many Colors","78","69%","7.7/10","7","","NR","Drama","Stephen Herek","Pamela K. Long","","","Alyvia Alyn Lind 
as Dolly Parton 
 
 
 
 Jennifer Nettles 
as Avie Lee Parton 
 
 
 
 Gerald McRaney 
as Rev. Jake Owens 
 
 
 
 Stella Parton 
as Corla Bass 
 
 
 
 Rick Schroder 
as Robert Lee Parton 
 
 
 
 Carson Meyer 
as Willadeene Parton 
 
 
 
 Hannah Nordberg 
as Judy Ogle 
 
 
 
 Mary Lane Haskell 
as Miss Moody 
 
 
 
 Parker Sack 
as David Parton 
 
 
 
 Farrah Mackenzie 
as Stella Parton 
 
 Show More Cast","This inspiring tale recounts the story of a young Dolly Parton and how her family coped with drought, poverty and death in Tennessee's Smoky Mountains during the 1950s. Alyvia Alyn Lind plays the future country music superstar as a young girl, while Ricky Schroder and Jennifer Nettles co-star as Dolly's parents."
"https://www.rottentomatoes.com/m/tale_of_tales","Tale of Tales (Il racconto dei racconti)","(2016)","https://resizing.flixster.com/FlBv4aqDWgh4tVoCLiJ_WxT12EU=/206x305/v1.bTsxMTIwMjUxNDtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Tale of Tales (Il racconto dei racconti)","82","56%","7/10","80","packs an off-kilter wallop for mature viewers in search of something different.","R (for sexuality, nudity, some violence and bloody images)","Horror; Science Fiction & Fantasy","Matteo Garrone","Edoardo Albinati; Ugo Chiti; Massimo Gaudioso; Matteo Garrone","","","Salma Hayek 
as Queen of Longtrellis 
 
 
 
 John C. Reilly 
as King of Longtrellis 
 
 
 
 Toby Jones 
as King of Highhills 
 
 
 
 Vincent Cassel 
as King of Strongcliff 
 
 
 
 Christian Lees 
as Elias 
 
 
 
 Jonah Lees 
as Jonah 
 
 
 
 Shirley Henderson 
as Imma 
 
 
 
 Laura Pizzirani 
as Jonah's mother 
 
 
 
 Michael Martini 
as 1st Circus Boy 
 
 
 
 Franco Pistoni 
as Negromante 
 
 
 
 Alessandro Campagna 
as 2nd Circus Boy 
 
 
 
 Jessie Cave 
as Fenizia 
 
 
 
 Bebe Cave 
as Viola 
 
 
 
 Guillaume Delaunay 
as L'orco 
 
 
 
 Eric MacLennan 
as Medico 
 
 
 
 Nicola Sloane 
as Handmaiden 
 
 
 
 Hayley Carmichael 
as Dora 
 
 
 
 Stacy Martin 
as Young Dora 
 
 
 
 Kathryn Hunter 
as Strega 
 
 
 
 Renato Scarpa 
as Barbiere 
 
 
 
 Giuseppina Cervizzi 
as Lady of the Court 
 
 
 
 Giselda Volodi 
as Lady of the Court 
 
 
 
 Vincenzo Nemolato 
as Circus Performer 
 
 
 
 Massimo Ceccherini 
as Circense 
 
 
 
 Alba Rohrwacher 
as Circense 
 
 
 
 Giulio Beranek 
as Circus Performer 
 
 
 
 Davide Campagna 
as Circus Performer 
 
 
 
 Ryan McParland 
as Lackey 
 
 
 
 Kenneth Collard 
as Knife Sharpener 
 
 Show More Cast","Once upon a time there were three neighboring kingdoms each with a magnificent castle, from which ruled kings and queens, princes and princesses. One king was a fornicating libertine, another captivated by a strange animal, while one of the queens was obsessed by her wish for a child. Sorcerers and fairies, fearsome monsters, ogres and old washerwomen, acrobats and courtesans are the protagonists of this loose interpretation of the celebrated tales of Giambattista Basile."
"https://www.rottentomatoes.com/m/april_and_the_extraordinary_world_2016","April and the Extraordinary World (Avril et le monde truqué)","(2016)","https://resizing.flixster.com/v7cp38KMu8ioCru_dQ3g-UIsjDM=/206x305/v1.bTsxMTY5MDA3NDtqOzE3NTk1OzEyMDA7ODEzMDsxMTg4MA","April and the Extraordinary World (Avril et le monde truqué)","96","76%","7.6/10","50","offers spectacular delights for animation fans willing to venture off the beaten path.","PG (for action/peril including gunplay, some thematic elements and rude humor)","Action & Adventure; Animation; Comedy","Christian Desmares; Franck Ekinci","Franck Ekinci; Benjamin Legrand","GKIDS","105 minutes","Marion Cotillard 
as April 
 
 
 
 Philippe Katerine 
as Darwin 
 
 
 
 Jean Rochefort 
as Pops 
 
 
 
 Olivier Gourmet 
as Paul 
 
 
 
 Macha Grenon 
as Annette 
 
 
 
 Marc-Andre Grondin 
as Julius 
 
 
 
 Bouli Lanners 
as Pizoni 
 
 
 
 Benoit Brière 
 
 
 
 Anne Coesens 
as Chimene 
 
 Show More Cast","From the producers of the Academy Award-nominated Persepolis and the mind of renowned graphic novelist Jacques Tardi comes a riveting sci-fi adventure set in an alternate steampunk world. Paris, 1941. A family of scientists is on the brink of discovering a powerful longevity serum when all of a sudden a mysterious force abducts them, leaving their young daughter April behind. Ten years later, April (Academy Award winner Marion Cotillard) lives alone with her cat, Darwin, and carries on her family's research in secret. But she soon finds herself at the center of a shadowy and far- reaching conspiracy, and on the run from government agents, bicycle-powered dirigibles and cyborg rat spies."
"https://www.rottentomatoes.com/m/son_of_saul","Son of Saul","(2015)","https://resizing.flixster.com/VfkgZLPY22A8nu3oq1cT9ZKNhC0=/206x305/v1.bTsxMTM0NDQyNDtqOzE3NjgxOzEyMDA7NTY3Ozg0MA","Son of Saul","96","80%","8.9/10","202","offers an unforgettable viewing experience -- and establishes director László Nemes as a talent to watch.","R (for disturbing violent content, and some graphic nudity)","Drama","László Nemes","László Nemes; Clara Royer","","","Géza Röhrig 
as Saul 
 
 
 
 Levente Molnár 
as Abraham 
 
 
 
 Urs Rechn 
as Oberkapo Biederman 
 
 
 
 Todd Charmont 
as Bearded Man 
 
 
 
 Marcin Czarnik 
as Feigenbaum 
 
 
 
 Sándor Zsótér 
as Doctor 
 
 
 
 Jerzy Walczak 
as Rabbi in the Sonderkommando 
 
 
 
 Uwe Lauer 
as SS Voss 
 
 
 
 Christian Harting 
as SS Busch 
 
 
 
 Amitai Kedar 
as Hirsch 
 
 
 
 István Pion 
as Katz 
 
 
 
 István Pion 
as Katz 
 
 
 
 Kamil Dobrowolski 
as Mietek 
 
 
 
 Juli Jakab 
as Ella 
 
 
 
 Levente Orban 
as Vassili 
 
 Show More Cast","In this searing drama, a concentration camp inmate tasked with burning the dead discovers the body of his young son, and must choose between participating in the clandestine uprising being planned among the prisoners, or securing a proper Jewish burial for his child."
"https://www.rottentomatoes.com/m/forbidden_films","","","https://resizing.flixster.com/JSEZA7Wpwn7czsp7iH4fYLCk3tE=/206x305/v1.bTsxMTE5MTI5MjtqOzE3Njc5OzEyMDA7NTQwOzgwMA","Forbidden Films","100","","7.5/10","6","","NR","Documentary","","","","","","1,200 feature films were made in Germany's Third Reich. According to experts, some 100 of these were blatant Nazi propaganda. Nearly seventy years after the end of the Nazi regime, more than 40 of these films remain under lock and key. Director Felix Moeller (Harlan: In the Shadow of Jew Süss) interviews German film historians, archivists and filmgoers in an investigation of the power, and potential danger, of cinema when used for ideological purposes. Utilizing clips from the films and recorded discussions from public screenings (permitted in Germany in educational contexts) in Munich, Berlin, Paris and Jerusalem, Moeller shows how contentious these 70-year-old films remain, and how propaganda can retain its punch when presented to audiences susceptible to manipulation. -Telluride Film Festival (C) Zeitgeist Films"
"https://www.rottentomatoes.com/m/green_room_2016","Green Room","(2016)","https://resizing.flixster.com/kyVOHA7flqFr64OvruH3rlB1eZ8=/206x305/v1.bTsxMTU0MDcwOTtqOzE3NjgzOzEyMDA7NTQwOzgwMA","Green Room","90","75%","7.7/10","191","delivers unapologetic genre thrills with uncommon intelligence and powerfully acted élan.","R (for strong brutal graphic violence, gory images, language and some drug content)","Horror","Jeremy Saulnier","Jeremy Saulnier","A24 Films","94 minutes","Anton Yelchin 
as Pat 
 
 
 
 Imogen Poots 
as Amber 
 
 
 
 Patrick Stewart 
as Darcy 
 
 
 
 Alia Shawkat 
as Sam 
 
 
 
 Joe Cole 
as Reece 
 
 
 
 Callum Turner 
as Tiger 
 
 
 
 Mark Webber 
as Daniel 
 
 
 
 Eric Edelstein 
as Big Justin 
 
 
 
 Macon Blair 
as Gabe 
 
 
 
 Taylor Tunes 
as Emily 
 
 
 
 Kai Lennox 
as Clark 
 
 
 
 October Moore 
as Cop 1 
 
 
 
 David W. Thompson 
as Tad 
 
 
 
 Kasey Brown 
as Drummer 
 
 
 
 Samuel Summer 
as Jonathan 
 
 
 
 Brent Werzner 
as Werm 
 
 
 
 Cody Burns 
as Punk Rocker 
 
 
 
 Mason Knight 
as Kyle 
 
 
 
 Audrey Walker 
as Hockey Mom 
 
 
 
 Joseph Bertot 
as Officer 
 
 
 
 Michael Draper 
as Stage Hand 
 
 
 
 Ed Squires 
 
 
 
 Colton Ruscheinsky 
as Alan 
 
 
 
 Jordan Yaroslavsky 
as Redneck Attendee at Punk Rock Venue 
 
 
 
 Lj Klink 
as Guitarist 
 
 
 
 Jake Kasch 
as Bartender 
 
 
 
 Jace Daniel 
as Metalhead #1 
 
 
 
 Jake Love 
as Twin #1 
 
 
 
 Kyle Love 
as Twin #2 
 
 Show More Cast","GREEN ROOM is a brilliantly crafted and wickedly fun horror-thriller starring Patrick Stewart as a diabolical club owner who squares off against an unsuspecting but resilient young punk band. Down on their luck punk rockers The Ain't Rights are finishing up a long and unsuccessful tour, and are about to call it quits when they get an unexpected booking at an isolated, run-down club deep in the backwoods of Oregon. What seems merely to be a third-rate gig escalates into something much more sinister when they witness an act of violence backstage that they weren't meant to see. Now trapped backstage, they must face off against the club's depraved owner, Darcy Banker (Stewart), a man who will do anything to protect the secrets of his nefarious enterprise. But while Darcy and his henchmen think the band will be easy to get rid of, The Ain't Rights prove themselves much more cunning and capable than anyone expected, turning the tables on their unsuspecting captors and setting the stage for the ultimate life-or-death showdown. Intense, emotional, and ingeniously twisted, Green Room is genre filmmaking at its best and most original. Saulnier continues to build his reputation as one of the most exciting and distinctive directors working today, with a movie that's completely different from his previous, highly acclaimed Blue Ruin, but which is just as risk-taking and even more full of twists. The entire cast deliver first-rate performances, but Patrick Stewart gives a transformative and brilliantly devious turn as Darcy-elegant yet lethal, droll yet terrifying, Stewart makes the film simply unforgettable."
"https://www.rottentomatoes.com/m/sweet_bean","Sweet Bean (An)","(2016)","https://resizing.flixster.com/daH4sdelDEtsdU4SwSXmXqDJ8Eo=/206x305/v1.bTsxMTY1ODQ3MztqOzE3Njg0OzEyMDA7MTQ2MTsxOTQ4","Sweet Bean (An)","81","84%","7/10","39","'s deliberate pace demands patience, but the satisfying simplicity of its story -- and Kirin Kiki's absorbing performance -- yield an array of riches well worth the wait.","NR","Drama","Naomi Kawase","Naomi Kawase","","","Kirin Kiki 
as Tokue 
 
 
 
 Masatoshi Nagase 
 
 
 
 Kyara Uchida 
 
 
 
 Miki Mizuno 
 
 
 
 Etsuko Ichihara 
 
 
 
 Miyoko Asada","A lonely Japanese baker hires a 76-year-old woman to be his new assistant, and soon learns that she has a wonderful recipe for sweet red bean paste -- which she claims comes from her communion with nature. However, their partnership is threatened when it's revealed that the elderly woman is suffering from a severe illness. Directed by Naomi Kawase."
"https://www.rottentomatoes.com/m/a_tale_of_love_and_darkness","A Tale of Love and Darkness","(2016)","https://resizing.flixster.com/Lc6yrE_JEA3eujRhaQMhYvrWyYE=/206x305/v1.bTsxMjE5NjMxMztqOzE3NjAxOzEyMDA7MjAyNTszMDAw","A Tale of Love and Darkness","67","50%","6.1/10","39","suggests greater things for debuting writer-director Natalie Portman -- even if its reach slightly exceeds her creative grasp.","PG-13 (for thematic content and some disturbing violent images)","Art House & International; Drama","Natalie Portman","Natalie Portman","Focus World","95 minutes","Natalie Portman 
as Fania Oz 
 
 
 
 Makram Khoury 
as Halawani 
 
 
 
 Shira Haas 
as Fania Mussman 
 
 
 
 Gilad Kahana 
as Arieh Oz 
 
 
 
 Neta Riskin 
 
 
 
 Amir Tessler 
as Amos 
 
 
 
 Ohad Knoller 
as Israel Zarchi 
 
 
 
 Henry David 
as Colonel Jan 
 
 
 
 Dina Doron 
as Grandma Klausner 
 
 
 
 Rotem Keinan 
as Tsvi 
 
 
 
 Alexander Peleg 
as Old Amos 
 
 
 
 Vladimir Friedman 
as Mr. Licht 
 
 
 
 Varda Ben Hur 
as Operator 
 
 
 
 Maria Belkin 
as Pharmacy Customer 
 
 
 
 Erez Eyni Shavit 
as Anton 
 
 
 
 Errel Steinmetz 
as Lolik 
 
 
 
 Peter Knoller 
as Boy 
 
 
 
 Gera Sandler 
as Staszek Rudnicki 
 
 
 
 Tomer Kapon 
as The Pioneer 
 
 
 
 Mor Cohen 
as Zerta Abramski 
 
 
 
 Silvia Drori 
as Malka Rudnicki 
 
 
 
 Ruth Rasiuk 
as Piri 
 
 
 
 Amir Hinkis 
as Yoni 
 
 
 
 Ahmed Saleh 
as Awad 
 
 
 
 Or Shefer 
as Garibaldi 
 
 
 
 Itzchak Peker 
as Grandpa Klausner 
 
 
 
 Moni Moshonov 
as Old Amos 
 
 Show More Cast","A Tale of Love and Darkness is based on the memories of Amos Oz, growing up in Jerusalem in the years before Israeli statehood with Arieh, his academic father and Fania, his dreamy, imaginative mother. They were one of many Jewish families who moved to Palestine from Europe during the 1930s and 40s to escape persecution. Arieh was cautiously hopeful for the future but Fania wanted much more. The terror of the war and running from home had been followed by the tedium of everyday life, which weighed heavily on Fania's spirit. Unhappy in her marriage and intellectually stifled, she would make up stories of adventures (like treks across the desert) to cheer herself up and entertain her 10-year-old son Amos. He became so enraptured when she read him poetry and explained about words and language; it would become an influence on his writing for the rest of his life. When independence didn't bring the renewed sense of life that Fania had hoped for, she slipped into solitude and sadness. Unable to help her, Amos was forced to say an untimely good-bye. As he witnessed the birth of Israel, he had to come to terms with his own new beginning."
"https://www.rottentomatoes.com/m/goon_last_of_the_enforcers","Goon: Last of the Enforcers","(2017)","https://resizing.flixster.com/fOi73In9ibyP2jtH_CwjjpdDYAA=/206x305/v1.bTsxMjQ2MTEyODtqOzE3NjA0OzEyMDA7MTM4MjsyMDQ4","Goon: Last of the Enforcers","42","44%","5/10","23","repeats its predecessor's violent and profane formula to diminishing effect.","R (for pervasive language, crude sexual content and bloody sports violence)","Comedy","Jay Baruchel","Jay Baruchel; Jesse Chabot","","","Seann William Scott 
as Doug ""the Thug"" Glatt 
 
 
 
 Alison Pill 
as Eva Glatt 
 
 
 
 Marc-Andre Grondin 
as Xavier LaFlamme 
 
 
 
 Wyatt Russell 
as Anders Cain 
 
 
 
 Callum Keith Rennie 
as Hyrum Cain 
 
 
 
 Jason Jones 
 
 
 
 Jay Baruchel 
as Pat 
 
 
 
 Elisha Cuthbert 
as Mary 
 
 
 
 Kim Coates 
as Ronnie Hortense 
 
 
 
 Liev Schreiber 
as Ross Rhea 
 
 Show More Cast","After one too many injuries, hockey enforcer Doug Glatt (Seann William Scott) is forced to give up his aspirations of going to the big show and settle into a buttoned down career as an insurance salesman at the urging of his pregnant wife Eva (Alison Pill). However, Doug can't resist the siren call of the Highlanders, so he sets course to reclaim his former glory."
"https://www.rottentomatoes.com/m/miracles_from_heaven","Miracles from Heaven","(2016)","https://resizing.flixster.com/enRqavFgYHDlwEfFJC8ZN92wGVg=/206x305/v1.bTsxMjUyMDQzMDtqOzE3NjA0OzEyMDA7MjAyNTsyNzAw","Miracles from Heaven","43","81%","5/10","39","makes the most out of an outstanding performance from Jennifer Garner, but it isn't quite enough to keep this faith-based drama from preaching to the choir.","PG (for thematic material, including accident and medical issues.)","Drama","Patricia Riggen","Randy Brown","","","Jennifer Garner 
as Christy Beam 
 
 
 
 Kylie Rogers 
as Anna Beam 
 
 
 
 Martin Henderson 
as Kevin Beam 
 
 
 
 Brighton Sharbino 
as Abby Beam 
 
 
 
 Courtney Fansler 
as Adelyn Beam 
 
 
 
 John Carroll Lynch 
as Pastor Scott 
 
 
 
 Eugenio Derbez 
as Dr. Nurko 
 
 
 
 Queen Latifah 
as Angela 
 
 
 
 Hannah Alligood 
as Haley 
 
 
 
 Gregory Alan Williams 
as Dr. Joe Hester 
 
 
 
 Wayne Pére 
as Ben 
 
 
 
 Kelly Collins Lintz 
as Emmy 
 
 
 
 Erica Allen McGee 
as Church Lady 
 
 
 
 Brandon Spink 
as Billy Snyder 
 
 
 
 Rhoda Griffis 
as Church Lady 
 
 
 
 Bruce Altman 
as Dr. Burgi 
 
 
 
 Zach Sale 
as ER Doctor 
 
 
 
 Gwen Waymon 
as School Nurse 
 
 
 
 Kenny Alfonso 
as Dr. Dorsi 
 
 
 
 John Crow 
as News Reporter 
 
 
 
 Kevin Sizemore 
as Fireman 
 
 
 
 J.M. Longoria 
as Airline Attendant 
 
 
 
 Preston Baker 
as Fireman 
 
 
 
 Maia Moss-Fife 
as Pre-Op Nurse 
 
 
 
 Matt Mercurio 
as Paramedic 
 
 
 
 Paul Andrew O'Connor 
as Fireman 
 
 
 
 Suehyla El-Attar 
as Receptionist 
 
 
 
 Norma Alvarez 
as Cafeteria Worker 
 
 
 
 Adam Drescher 
as Manager 
 
 
 
 Anne Holt 
as News Anchor 
 
 
 
 Kim Banta 
as Vet Receptionist 
 
 
 
 Emerald Robinson 
as Woman with Big Hair 
 
 
 
 Judd Derek Lormand 
as Church Man 
 
 
 
 Shea McHugh 
as Girl 
 
 
 
 Summer Parker 
as Girl 
 
 
 
 Mac Powell 
as Lead Singer 
 
 
 
 Christina Bach Norman 
as Boston Hospital Nurse 
 
 
 
 Bryce Daniel Zentkovich 
as Kid 
 
 
 
 Tara Lee 
as Waiting Room Nurse 
 
 
 
 Stephen Matthew Smith 
as Kid 
 
 
 
 Brian Bremer 
as Grumpy Waiter 
 
 
 
 Neil Redick 
as Travis 
 
 
 
 Christy Beam 
as Real Christy 
 
 
 
 Annabel Beam 
as Real Anna 
 
 
 
 Kevin Beam 
as Real Kevin 
 
 
 
 Abigail Beam 
as Real Abbie 
 
 
 
 Jose Garza 
as CT Technician 
 
 
 
 Adelynn Beam 
as Real Adelynn 
 
 
 
 Sunshine Bartell 
as Boston Hospital Nurse 
 
 
 
 Morgan Burch 
as Woman's Daughter 
 
 
 
 Harvest Parker 
as Singer/Vocalist 
 
 
 
 John Andrew 
as Impatient Man 
 
 
 
 Jennifer Finley 
as Impatient Woman 
 
 
 
 Barbara Lynn Vincent 
as Ticket Line Woman 
 
 Show More Cast","When Christy discovers her 10-year-old daughter Anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter's healing as she searches for a solution. After Anna has a freak accident, an extraordinary miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired. Based on a true story."
