"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","genre","rating","director","writer","studio","runtime","cast","New column","description"
"https://www.rottentomatoes.com/m/wazir","Wazir","(2016)","https://resizing.flixster.com/kT44_CmXdex7uJ1HqloeXRmAh8E=/206x305/v1.bTsxMTM0NDQyOTtqOzE3NjgxOzEyMDA7NjMwOzg0MA","Wazir","71","53%","5.8/10","7","","Drama","NR","Bejoy Nambiar","Abhijat Joshi; Vidhu Vinod Chopra; Suketu Mehta; Vikram Chandra; Supriya Kelkar","","","Amitabh Bachchan 
as Pandit Omkarnath Dhar 
 
 
 
 Farhan Akhtar 
as Daanish Ali 
 
 
 
 Aditi Rao Hydari 
as Ruhana Ali 
 
 
 
 Neil Nitin Mukesh 
as Wazir 
 
 
 
 John Abraham 
as S.P. 
 
 
 
 Anjum Sharma 
as Sartaj 
 
 
 
 Manav Kaul 
as Yazaad Qureshi 
 
 
 
 Prakash Belawadi 
as DCP 
 
 
 
 Murli Sharma 
as Mahesh 
 
 
 
 Nasir Khan 
as Rameez 
 
 
 
 Seema Pahwa 
as Pammi 
 
 Show More Cast","","'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer, brought together by grief and a strange twist of fate. The two men decide to help each other win the biggest game of their lives. But there's a mysterious and dangerous opponent lurking in the shadows, who is all set to checkmate them."
"https://www.rottentomatoes.com/m/breakdown_2016","Breakdown","(2016)","https://resizing.flixster.com/S6ucWz8RLj4d_UyuFzsB-2p-s70=/206x305/v1.bTsxMjI0OTAyODtqOzE3NjAxOzEyMDA7MTUzMDsyMTc1","Breakdown","11","31%","3.3/10","9","","Art House & International; Drama; Mystery & Suspense","NR","Jonnie Malachi","Jonnie Malachi","","","Craig Fairbrass 
 
 
 
 Emmett J Scanlan 
 
 
 
 Emmett Scanlan 
 
 
 
 James Cosmo 
 
 
 
 Emmet Scanlan 
 
 
 
 Bruce Payne 
 
 
 
 Mem Ferda 
 
 
 
 Tamer Hassan 
 
 Show More Cast","","Thriller in which a couple find themselves at the mercy of kidnappers after their car breaks down in the middle of nowhere."
"https://www.rottentomatoes.com/m/sing_street","Sing Street","(2016)","https://resizing.flixster.com/HxhhM8vG98vwLDcfmnCprZZmKQE=/206x305/v1.bTsxMTUwMTc1MTtqOzE3NjgzOzEyMDA7MjAyNTszMDAw","Sing Street","95","92%","8/10","187","is a feel-good musical with huge heart and irresistible optimism, and its charmimg cast and hummable tunes help to elevate its familiar plotting.","Art House & International; Drama; Musical & Performing Arts","PG-13 (for thematic elements including strong language and some bullying behavior, a suggestive image, drug material and teen smoking)","John Carney","John Carney","","106 minutes","Ferdia Walsh-Peelo 
as Cosmo 
 
 
 
 Lucy Boynton 
as Raphina 
 
 
 
 Jack Reynor 
as Brendan 
 
 
 
 Maria Doyle Kennedy 
as Penny 
 
 
 
 Aidan Gillen 
as Robert 
 
 
 
 Kelly Thornton (II) 
as Ann 
 
 
 
 Mark McKenna 
as Eamon 
 
 
 
 Ben Carolan 
as Darren 
 
 
 
 Percy Chamburuka 
as Ngig 
 
 
 
 Conor Hamilton 
as Larry 
 
 
 
 Karl Rice 
as Garry 
 
 
 
 Ian Kenny 
as Barry 
 
 
 
 Don Wycherley 
as Brother Baxter 
 
 
 
 Lydia McGuinness 
as Miss Dunne 
 
 Show More Cast","","From director John Carney (ONCE, BEGIN AGAIN), SING STREET takes us back to 1980s Dublin seen through the eyes of a 14-year-old boy named Conor (Ferdia Walsh-Peelo) who is looking for a break from a home strained by his parents' relationship and money troubles, while trying to adjust to his new inner-city public school where the kids are rough and the teachers are rougher. He finds a glimmer of hope in the mysterious, über-cool and beautiful Raphina (Lucy Boynton), and with the aim of winning her heart he invites her to star in his band's music videos. There's only one problem: he's not part of a band...yet. She agrees, and now Conor must deliver what he's promised - calling himself ""Cosmo"" and immersing himself in the vibrant rock music trends of the decade, he forms a band with a few lads, and the group pours their heart into writing lyrics and shooting videos. Inspired by writer/director John Carney's life and love for music, SING STREET shows us a world where music has the power to take us away from the turmoil of everyday life and transform us into something greater.; More"
"https://www.rottentomatoes.com/m/battle_mountain_graeme_obrees_story","","","https://resizing.flixster.com/1_edSfjisWMzICAOgGVt2posos0=/206x305/v1.bTsxMjEyMDU0MDtqOzE3NjAwOzEyMDA7Mjg0OzQyMA","Battle Mountain: Graeme Obree's Story","100","","6.3/10","7","","Art House & International; Documentary; Sports & Fitness","NR","David Street","","","","Graeme Obree","","This documtnery follows the man known as The Flying Scotsman on another seemingly insurmountable quest. In his 47th year the world champion and world hour record holder competes for the Human Powered Landspeed Record against the best teams, technology and science in the world, with only his hands, eyes, mind and body, a saucepan and a pair of roller blades."
"https://www.rottentomatoes.com/m/i_am_belfast","","","https://resizing.flixster.com/gqO_Ojp0RmYy-kxQPQesFF3MYNI=/206x305/v1.bTsxMTgyODY1MztqOzE3NTk2OzEyMDA7Mjg0OzQwNQ","I Am Belfast","100","60%","7.3/10","17","","Art House & International; Documentary","NR","Mark Cousins","Mark Cousins","","","","",""
"https://www.rottentomatoes.com/m/fan_2016","","","https://resizing.flixster.com/NK7jN25uQYJpZkMCtaI2IIsKqyg=/206x305/v1.bTsxMTc4ODYzNTtqOzE3NTk2OzEyMDA7MjAwMDszMDAw","Fan","78","77%","6.7/10","18","","Drama","NR","Maneesh Sharma","Habib Faisal; Sharat Katariya","","","Shah Rukh Khan 
as Gaurav Chandna / Aryan Khanna 
 
 
 
 Deepika Amin 
as Gaurav's mother 
 
 
 
 Yogendra Tiku 
as Gaurav's father 
 
 
 
 Chandru Bhojwani 
as Raj 
 
 
 
 Mariola Jaworska 
as Security / Tourist at Madame Tussauds 
 
 
 
 Malgorzata Jaworska 
as Security / Tourist at Madame Tussauds 
 
 
 
 Joelle Koissi 
as Train Passenger 
 
 
 
 Farah Ahmed (II) 
as Wedding Guest / Screaming Tourist 
 
 
 
 Lee Nicholas Harris 
as Arresting Police Officer Sgt492 
 
 
 
 Paul Blackwell 
as Police Officer 
 
 
 
 Zachary Coffin 
 
 
 
 Pamela Betsy Cooper 
as Wedding Guest 
 
 
 
 Jack Gover 
as Wedding Crew 
 
 
 
 Noni Harrison 
as News Reporter 
 
 
 
 Joanne Manchester 
as Wedding Guest 
 
 
 
 Halima Nagori 
as Journalist 
 
 
 
 Miroslav Zaruba 
as Head of Security 
 
 
 
 Gioacchino Jim Cuffaro 
as Passerby 
 
 
 
 Waluscha De Sousa 
as Aryan's wife 
 
 
 
 Shriya Pilgaonkar 
as Neha 
 
 Show More Cast","","Shah Rukh Khan, the man unarguably with one of the greatest fan followings globally, will now play the role of being the biggest fan himself in the forthcoming movie. (C) Official Facebook"
"https://www.rottentomatoes.com/m/the_treasure_2016","The Treasure","(2016)","https://resizing.flixster.com/TzbrjSSjZcBDJM2Fn12JXMYn-kU=/206x305/v1.bTsxMTM0ODk1MTtqOzE3NjgxOzEyMDA7MjAwMDsyOTYz","The Treasure","94","42%","8/10","35","","Comedy","NR","Corneliu Porumboiu","Corneliu Porumboiu","","89 minutes","Toma Cuzin 
as Costi 
 
 
 
 Adrian Purcarescu 
as Adrian 
 
 
 
 Florin Kevorkian 
as Sef Costi 
 
 
 
 Radu Banzaru 
as Vanzator 
 
 
 
 Dan Chiriac 
as Lica 
 
 
 
 Corneliu Cozmei 
as Cornel 
 
 
 
 Iulia Ciochina 
as Vanzatoare 
 
 
 
 Marius Coanda 
as Politist 2 
 
 
 
 Laurentiu Lazar 
as Petrescu 
 
 
 
 Ciprian Mistreanu 
as Politist 1 
 
 
 
 Nicodim Toma 
as Alin 
 
 
 
 Clemence Valleteau 
as Emma Dumont 
 
 
 
 Ana Maria Stegaru 
as Copil Adrian 
 
 Show More Cast","","A hunt for buried treasure sends two men on a surprising comic caper in this Cannes prize-winning charmer from acclaimed director Corneliu Porumboiu (Police, Adjective; 12:08 East of Bucharest). Costi (Cuzin Toma) is a workaday family man whose cash-strapped next-door neighbor (Adrian Purcarescu) makes him an intriguing proposition: help him find the fortune reportedly buried somewhere on the grounds of his family's country home and split the profits. But as the two men dig, they unearth more than they bargained for, excavating not only dirt, but traces of Romania's often tumultuous history. Part modern day fable, part profound social commentary,The Treasure confirms Porumboiu's status as ""one of our great contemporary observers of the human comedy"" (Variety).; More"
"https://www.rottentomatoes.com/m/the_abandoned_2016","","","https://resizing.flixster.com/FitsdD8NTjlBYFdfzvprryHSBXo=/206x305/v1.bTsxMTM3MTU1MTtqOzE3NjgxOzEyMDA7NTYwOzg0MA","The Abandoned","50","63%","5.2/10","12","","Horror","NR","Eytan Rockaway","Ido Fluk; Eytan Rockaway","","","Louisa Krause 
as Streak 
 
 
 
 Jason Patric 
as Cooper 
 
 
 
 Mark Margolis 
as Jim 
 
 
 
 Carlos Velazquez 
as Martin Rollins 
 
 
 
 Lou Carbonneau 
as Cabbie 
 
 
 
 Brandon Kieffer 
as Dr. Stevens 
 
 
 
 Ezra Knight 
as Dixon Boothe 
 
 
 
 Henry Kelemen 
as Apple Cheeked Kid 
 
 
 
 Morgan Waulters 
as Clara 
 
 
 
 Jim Murtaugh 
as Dr. Thorndike 
 
 Show More Cast","","Take a terrifying plunge into the warped mind of a disturbed young woman. Desperate to get her life back on track, the unstable Streak (Martha Marcy May Marlene's Louisa Krause) takes a job as a security guard, working the graveyard shift at a once upscale, now abandoned apartment complex. But on her first night on duty, she discovers a horrifying presence lurking deep within the bowels of the decaying building. With her nerves already on edge, Streak must confront demons both real and imagined as she struggles to keep a grip on her sanity. Jason Patric (The Lost Boys) co-stars in this harrowing thrill ride.; More"
"https://www.rottentomatoes.com/m/the_birth_of_a_nation_2016","The Birth of a Nation","(2016)","https://resizing.flixster.com/V8LtmLv4y9gwQAJpL06YQPjtSjE=/206x305/v1.bTsxMjA2NjI4NTtqOzE3NTk5OzEyMDA7MTA4MDsxNjAw","The Birth of a Nation","72","71%","6.7/10","232","overpowers its narrative flaws and uneven execution through sheer conviction, rising on Nate Parker's assured direction and the strength of its vital message.","Drama","R (for disturbing violent content, and some brief nudity)","Nate Parker","Nate Parker; Jean McGianni Celestin","","119 minutes","Nate Parker 
as Nat Turner 
 
 
 
 Armie Hammer 
as Samuel Turner 
 
 
 
 Penelope Ann Miller 
as Elizabeth Turner 
 
 
 
 Jackie Earle Haley 
as Raymond Cobb 
 
 
 
 Mark Boone Jr. 
as Reverend Zalthall 
 
 
 
 Colman Domingo 
as Hark 
 
 
 
 Aunjanue Ellis 
as Nancy Turner 
 
 
 
 Dwight Henry 
as Isaac Turner 
 
 
 
 Aja Naomi King 
as Cherry 
 
 
 
 Esther Scott 
as Bridget Turner 
 
 
 
 Roger Guenveur Smith 
as Isaiah 
 
 
 
 Gabrielle Union 
as Esther 
 
 Show More Cast","","Set against the antebellum South, THE BIRTH OF A NATION follows Nat Turner, a literate slave and preacher, whose financially strained owner, Samuel Turner, accepts an offer to use Nat's preaching to subdue unruly slaves. As he witnesses countless atrocities--against himself and his fellow slaves--Nat orchestrates an uprising in the hopes of leading his people to freedom."
"https://www.rottentomatoes.com/m/angry_indian_goddesses_2015","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Angry Indian Goddesses","53","67%","5.9/10","15","","Art House & International; Comedy; Drama","NR","Pan Nalin","Pan Nalin; Subhadra Mahajan; Dilip Shankar; Arsala Qureishi","","","Tannishtha Chatterjee 
 
 
 
 Anuj Choudhry 
 
 
 
 Rajshri Deshpande 
 
 
 
 Sarah-Jane Dias 
 
 
 
 Jeffrey Goldberg 
 
 
 
 Pavleen Gujral 
 
 
 
 Adil Hussain 
 
 
 
 Vikram Kochhar 
 
 
 
 Amrit Maghera 
 
 
 
 Anushka Manchanda 
 
 
 
 Arjun Mathur 
 
 
 
 Sandhya Mridul 
 
 Show More Cast","","Angry Indian Goddesses is India's first female buddy movie with a fresh, realistic portrait of women in India today. Frieda, a fashion-commercial photographer trying to find her own art, gathers her closest girlfriends from all over India to travel to Goa for a surprise announcement: she's getting married! Thus begins an impromptu bachelorette celebration that lasts for a full week. A riotous roller-coaster ride of girl bonding; friendships, break ups, make ups, fuck ups, passion, devastation, hesitation, terrorization and self realization. Amidst the fun and frenzy, heartbreak and heartache, passion and obsession, youth and innocence, secrets tumble out, tensions emerge, bonds are formed and emotions run high. Soon events will take a more serious turn, but for the moment these women are determined to seize the day.; More"
"https://www.rottentomatoes.com/m/the_bye_bye_man","The Bye Bye Man","(2017)","https://resizing.flixster.com/7PevXjtpX0G4fhp6YPd8colna50=/206x305/v1.bTsxMTc5MTk1NjtqOzE3NTk2OzEyMDA7ODEwMDsxMjAwMA","The Bye Bye Man","23","23%","3.5/10","71","clumsily mashes together elements from better horror films, adding up to a derivative effort as short on originality as it is on narrative coherency or satisfying scares.","Horror","PG-13 (for terror, horror violence, bloody images, sexual content, thematic elements, partial nudity, some language and teen drinking)","Stacy Title","Jonathan Penner","","96 minutes","Cressida Bonas 
as Sasha 
 
 
 
 Lucien Laviscount 
as John 
 
 
 
 Doug Jones 
as The Bye Bye Man 
 
 
 
 Carrie-Anne Moss 
as Detective Shaw 
 
 
 
 Faye Dunaway 
as Widow Redmon 
 
 
 
 Jenna Kanell 
as Kim 
 
 
 
 Erica Tremblay 
as Alice 
 
 
 
 Marisa Echeverria 
as Trina 
 
 Show More Cast","","People commit unthinkable acts every day. Time and again, we grapple to understand what drives a person to do such terrible things. But what if all of the questions we're asking are wrong? What if the cause of all evil is not a matter of what...but who? From the producer of Oculus and The Strangers comes The Bye Bye Man, a chilling horror-thriller that exposes the evil behind the most unspeakable acts committed by man. When three college friends stumble upon the horrific origins of the Bye Bye Man, they discover that there is only one way to avoid his curse: don't think it, don't say it. But once the Bye Bye Man gets inside your head, he takes control. Is there a way to survive his possession? Debuting on Friday, January 13th, this film redefines the horror that iconic date represents-stretching our comprehension of the terror this day holds beyond our wildest nightmares.; More"
"https://www.rottentomatoes.com/m/intruders_2016","","","https://resizing.flixster.com/Oh41wFs-FEdGVW5V-Z5cQsJjHHU=/206x305/v1.bTsxMTM2MjUxODtqOzE3NjgxOzEyMDA7NjAwOzgwMA","Intruders","45","30%","5.2/10","22","","Drama; Horror","R (for violence and language)","Adam Schindler","T.J. Cimfel; David White","","","Leticia Jimenez 
as Charlotte 
 
 
 
 Tim McKinney 
as Conrad 
 
 
 
 Joshua Mikel 
as Vance 
 
 
 
 Jack Kesy 
as JP Henson 
 
 
 
 Beth Riesgraf 
as Anna 
 
 
 
 Martin Starr 
as Perry 
 
 
 
 Rory Culkin 
as Danny 
 
 Show More Cast","","An agoraphobe (Beth Riesgraf) must battle a home invasion without leaving the confines of her house."
"https://www.rottentomatoes.com/m/sweaty_betty_2016","","","https://resizing.flixster.com/UE9aubh6WZXy72RCtMNeY1_69Eg=/206x305/v1.bTsxMTM4Nzk3MztqOzE3NjgxOzEyMDA7MTM1MDsxODAw","Sweaty Betty","88","45%","7.3/10","8","","Drama; Musical & Performing Arts","NR","Zachary Reed","Seth Dubois; Zachary Reed; Floyd Rich; Joseph Frank","","","Seth Dubois 
as Scooby 
 
 
 
 Floyd Rich 
as Floyd 
 
 
 
 Rico S. 
as Rico","","In this improvised mumblecore drama, football fan Floyd (Floyd Rich) hatches a plan to raise a pig in his Washington, D.C., backyard and turn her into the Redskins' unofficial mascot. But his plans are thwarted by two down-on-their-luck buddies (Seth Dubois and Rico S.) who see their own opportunity in the pig."
"https://www.rottentomatoes.com/m/belgica_2016","","","https://resizing.flixster.com/_xuE7yNgviN38TfyUBzLNT5eNSw=/206x305/v1.bTsxMjUyMTI3OTtqOzE3NjA0OzEyMDA7Mjg0OzQwNQ","Belgica","50","51%","6.3/10","12","","Art House & International; Drama","NR","Felix Van Groeningen","Felix Van Groeningen; Arne Sierens","","","Stef Aerts 
 
 
 
 Tom Vermeir 
 
 
 
 Stefaan De Winter 
 
 
 
 Dominique Van Malder 
 
 
 
 Ben Benaouisse","","Belgica is the story of two brothers: charismatic and temperamental Frank - a husband, father, and incurable womaniser - and his ambitious-but-green younger brother Jo, who owns a bar called Belgica. They become business partners and they quickly transform Belgica into the place for great music, beautiful people, and debauched fun - until they learn that running a business on this scale is more complicated than they realised, and their relationship and personal lives suffer. Belgica is an immersive experience of the excess and euphoria of being in the hottest nightclub in town. Set to the eclectic sounds of acclaimed Belgian band Soulwax, the film shows the brothers' intoxicating ascent to success - and the crash and burn that follows. Belgica is about living in the moment and realising that moving forward is not only inevitable but necessary.; More"
"https://www.rottentomatoes.com/m/martyrs_2016","","","https://resizing.flixster.com/5BZTU6L3HWcNXhHKghf44OslGfE=/206x305/v1.bTsxMTM0NDQzMjtqOzE3NjgxOzEyMDA7NTY3Ozg0MA","Martyrs","6","14%","3.4/10","31","flays off everything that gave the original its icy horrific beauty, leaving us an empty, pointless remake.","Action & Adventure; Drama; Horror; Mystery & Suspense","NR","Kevin Goetz; Michael Goetz","Mark L. Smith","","","Troian Bellisario 
as Lucie 
 
 
 
 Bailey Noble 
as Anna 
 
 
 
 Caitlin Carmichael 
as Sam 
 
 
 
 Ever Prishkulnik 
as Young Lucie 
 
 
 
 Kate Burton 
as Eleanor 
 
 
 
 Toby Huss 
as Fenton 
 
 
 
 Diana Hopper 
as Sarah 
 
 
 
 Lexi DiBenedetto 
as Nicole Patterson 
 
 
 
 Taylor John Smith 
as Brian Patterson 
 
 
 
 Peter Michael Goetz 
as Professor 
 
 
 
 Blake Robbins 
as Dad 
 
 
 
 Melissa Tracy 
as The Creature 
 
 
 
 Romy Rosemont 
as Mom 
 
 
 
 Elyse Cole 
as Young Anna 
 
 
 
 Michael Dempsey 
as Detective 
 
 
 
 Ivar Brogger 
as Priest 
 
 
 
 Larry Rosenthal 
as Dr. Haseem 
 
 
 
 DaJuan Johnson 
as Officer #1 
 
 
 
 Mike McCarthy 
as Officer #2 
 
 
 
 David Rowdon 
as Ivan 
 
 
 
 Matthew Jaeger 
as Blaze 
 
 
 
 Max Acosta-Rubio 
as Nic 
 
 
 
 Clint E. Lilley 
as Walker 
 
 
 
 Rob Wood 
as Dom 
 
 
 
 Max Acosta 
as Rubio-Nic 
 
 
 
 Sara Zanelletti 
as Creature 
 
 Show More Cast","","Ten-year-old Lucie flees from the isolated warehouse where she has been held prisoner. Deeply traumatized, she is plagued by awful night terrors at the orphanage that takes her in. Her only comfort comes from Anna, a girl her own age. Nearly a decade later and still haunted by demons, Lucie finally tracks down the family that tortured her. As she and Anna move closer to the agonizing truth, they find themselves trapped in a nightmare - if they cannot escape, a martyr's fate awaits them..."
"https://www.rottentomatoes.com/m/standoff_2016","Standoff","(2016)","https://resizing.flixster.com/aQ0wuo4Q9fPFAXUkuI7w76KiuGA=/206x305/v1.bTsxMTUyNDMxOTtqOzE3NjgzOzEyMDA7NDMzOzY0MA","Standoff","56","43%","5.7/10","16","","Action & Adventure; Drama","R (for strong violence and language throughout)","Adam Alleca","Adam Alleca","","","Laurence Fishburne 
as Sade 
 
 
 
 Thomas Jane 
as Carter 
 
 
 
 Ella Ballentine 
as Bird 
 
 
 
 Joanna Douglas 
as Mara 
 
 
 
 Jim Watson 
as Officer Baker 
 
 
 
 J.J. DiMichele 
as Sam 
 
 
 
 John Tench 
as Roger 
 
 
 
 Tim Atherton 
as Priest 
 
 
 
 Laura DeCarteret 
as Woman 
 
 
 
 Darcy Roy 
as Bodyguard 
 
 
 
 Craig Porritt 
as Dispatcher 
 
 Show More Cast","","Carter (Thomas Jane), a troubled veteran gets a chance at redemption by protecting a 12 year-old girl from a deadly assassin (Laurence Fishburne) after she witnesses a murder. Holding a shotgun with a single shell, he engages in physical and psychological warfare in a desperate fight for the girl's life."
"https://www.rottentomatoes.com/m/the_propaganda_game_2015","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","The Propaganda Game","100","76%","7/10","13","","Art House & International; Documentary","NR","Alvaro Longoria","Alvaro Longoria","","","","","Granted controlled access by national officials, filmmaker Álvaro Longoria tours North Korea to contrast his findings to the typical Western depiction of the nation."
"https://www.rottentomatoes.com/m/everything_is_copy","Everything Is Copy","(2016)","https://resizing.flixster.com/ImMyNPEznv4odyN7X1nien1RY24=/206x305/v1.bTsxMTczMDA5NTtqOzE3NTk1OzEyMDA7NTM0OzcxMg","Everything Is Copy","100","76%","8.5/10","14","","Documentary","NR","Jacob Bernstein; Nick Hooker","Jacob Bernstein","","","Tom Hanks 
 
 
 
 Reese Witherspoon 
 
 
 
 Meg Ryan 
 
 
 
 Meryl Streep 
 
 
 
 Steven Spielberg 
 
 
 
 Lena Dunham 
 
 
 
 Kate Capshaw 
 
 
 
 Rita Wilson 
 
 
 
 Rob Reiner 
 
 
 
 Rosie O'Donnell 
 
 
 
 Mike Nichols 
 
 
 
 Bob Balaban 
 
 
 
 Barbara Walters 
 
 
 
 Amy Pascal 
 
 
 
 David Geffen 
 
 
 
 Laurence Mark 
 
 
 
 Lynda Obst 
 
 
 
 George C Wolfe 
 
 
 
 Barry Diller 
 
 
 
 Bryan Lourd 
 
 
 
 Delia Ephron 
 
 
 
 Carl Bernstein 
 
 
 
 Donald J Lee Jr 
 
 
 
 Colin Callender 
 
 
 
 Dan Greenburg 
 
 
 
 Liz Smith 
 
 
 
 Jacob Bernstein 
 
 
 
 David Remnick 
 
 
 
 Gay Talese 
 
 
 
 Amy Ephron 
 
 
 
 Marie Brenner 
 
 
 
 Hallie Ephron 
 
 
 
 Diane Sokolow 
 
 
 
 Wendy Goldberg 
 
 
 
 Ken Auletta 
 
 
 
 Victor Navasky 
 
 
 
 Bob Gottlieb 
 
 
 
 Richard Cohen 
 
 
 
 Nadine Korman 
 
 Show More Cast","","This moving documentary profiles multitalented writer Nora Ephron. Friends and family discuss the late Ephron's keen wit, her remarkable body of work-which includes everything from newspaper columns to classic films-and her private battle with leukemia."
"https://www.rottentomatoes.com/m/misconduct","","","https://resizing.flixster.com/m2Ce1l7Dgmn7GTm6XgKwTLAXEWQ=/206x305/v1.bTsxMTM3MTU0NztqOzE3NjgxOzEyMDA7MjEwMDszMTEx","Misconduct","7","23%","2.5/10","27","","Drama; Mystery & Suspense","R (or language, violence and some sexuality/nudity)","Shintaro Shimosawa","Simon Boyes; Adam Mason","","","Josh Duhamel 
as Ben 
 
 
 
 Al Pacino 
as Abrams 
 
 
 
 Anthony Hopkins 
as Denning 
 
 
 
 Malin Akerman 
as Emily 
 
 
 
 Julia Stiles 
as Jane 
 
 
 
 Alice Eve 
as Charlotte 
 
 
 
 Glen Powell 
as Doug 
 
 
 
 Lee Byung-hun 
as The Accountant 
 
 
 
 Marcus Lyle Brown 
as Joe Bilson 
 
 
 
 Leah McKendrick 
as Amy 
 
 
 
 Chris Marquette 
as Giffords 
 
 
 
 Skye P. Marshall 
as Hatty 
 
 
 
 Gregory Alan Williams 
as Richard Hill 
 
 
 
 Jason Gibson 
as Graham 
 
 
 
 Nathan J. Moore 
as Lawrence 
 
 
 
 Chris J. Fanguy 
as Cop #2 
 
 
 
 Jaiden Kaine 
as Doctor Hughes 
 
 
 
 Milla Bjorn 
as Susie 
 
 
 
 Nicholas Parsons 
as Paramedic 
 
 
 
 John Houghtling II 
as Lawyer 
 
 
 
 John Houghtling II 
as Lawyer 
 
 
 
 Alex Fatovich 
as Elizabeth 
 
 
 
 Jeffrey Galpin 
as Sergeant 
 
 
 
 Rio Hackford 
as Guy 
 
 
 
 Elizabeth Buzbee 
as Katy 
 
 
 
 Anthony Buzbee 
as Anthony 
 
 
 
 Eric Shepherd 
as Mr. Donovan 
 
 
 
 Julia Sundstrom Sandstrom 
as Jenny 
 
 
 
 Lisa L. Salzer 
as ER Nurse 
 
 
 
 Clay Chamberlin 
as ER Cop 
 
 
 
 Catherine Poon 
as ER Nurse #2 
 
 
 
 Sara Fletcher 
as 911 Operator 
 
 
 
 Brad Fletcher 
as Dr. Kroner 
 
 Show More Cast","","An ambitious lawyer finds himself caught in a power struggle between a corrupt pharmaceutical executive and his firm's senior partner. When the case takes a deadly turn, he must race to uncover the truth before he loses everything."
