"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","genre","rating","director","writer","studio","runtime","cast","New column","description"
"https://www.rottentomatoes.com/m/100_yen_love","","","https://resizing.flixster.com/lcX2LhNz8huP2fi9LV_RLWVmeLU=/206x305/v1.bTsxMTIwMzMzOTtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","100 Yen Love (Hyakuen No Koi)","100","74%","8/10","6","","Art House & International; Comedy; Drama","NR","Masaharu Take","Shin Adachi","","","Sakura Andô 
 
 
 
 Hirofumi Arai 
 
 
 
 Miyoko Inagawa 
 
 
 
 Saori Koide 
 
 
 
 Yozaburo Ito 
 
 
 
 Shinichirô Matsuura 
 
 
 
 Shôhei Uno 
 
 
 
 Tadashi Sakata 
 
 
 
 Toshie Negishi 
 
 
 
 Yûki Okita 
 
 
 
 Kaito Yoshimura 
 
 
 
 Osamu Shigematsu 
 
 Show More Cast","",""
"https://www.rottentomatoes.com/m/lost_in_the_sun_2015","Lost in the Sun","(2015)","https://resizing.flixster.com/eGdlZsfwYPJo4x03OrcsOGs_HUM=/206x305/v1.bTsxMTIwMzMwMDtqOzE3Njc5OzEyMDA7MTUyNDsyMDMy","Lost in the Sun","20","36%","4.9/10","10","","Trey Nelson","NR","Trey Nelson","","","","Josh Duhamel 
as John 
 
 
 
 Josh Wiggins 
as Louis 
 
 
 
 Lynn Collins 
as Mary 
 
 
 
 Emma Fuhrmann 
as Rose 
 
 
 
 June Griffin Garcia 
as Parishioner 
 
 
 
 Rebecca Chulew 
as Hotel Guest 
 
 
 
 Deborah Abbott 
as Restaurant Patron 
 
 
 
 Robert Johnson 
as Bank Guard 
 
 
 
 Larry Jack Dotson 
as Father Walker 
 
 
 
 Catherine Lawrence Kinslow 
as Carnival Attendee 
 
 
 
 Teagan Jai Boyd 
as Twirling Girl 
 
 
 
 Al Hayter 
as Owner 
 
 
 
 Luis Olmeda 
as Gilbert 
 
 
 
 Michael Jackson 
as Freddy Shop 
 
 
 
 David Lambert 
as Owner 
 
 
 
 Beau Smith 
as Man 
 
 
 
 Tim Mateer 
as Man 
 
 
 
 Kevin Patrick Connors 
as Waitress 
 
 
 
 Timothy Fall 
as Pastor 
 
 
 
 Bob King 
as Old Man 
 
 
 
 Dennis Bailey 
as Trooper 
 
 
 
 Mylinda Royer 
as Laura Moody 
 
 
 
 Margaret Bowman 
as Ivy 
 
 
 
 Tommy Townsend 
as Earl 
 
 
 
 Fabian Watkins 
as Bus Driver 
 
 
 
 Brian Elder 
as Store Cashier 
 
 
 
 Bourdreaux Campbell 
as Kid 
 
 
 
 Joe Douglas Jimeson 
as Old Farmer 
 
 
 
 Steve Wiggins 
as Arresting Officer 
 
 
 
 Angie Day 
as 911 Operator 
 
 
 
 Stephen Latham 
as Pedestrian 
 
 
 
 John Marks 
as Radio Announcer 
 
 Show More Cast","","The story of John, a small time crook, who finds an unlikely accomplice in Louis, a newly-orphaned teenage boy. As their open-road adventure progresses and John drags the kid on a string of robberies, the pair forge an unexpected and powerful bond."
"https://www.rottentomatoes.com/m/the_office","Office (Hua li shang ban zu)","(2015)","https://resizing.flixster.com/ACp81QA5inWnxLoarrS7K7JPTRE=/206x305/v1.bTsxMTIwMjY4MjtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","Office (Hua li shang ban zu)","88","47%","7.2/10","26","","Art House & International; Comedy; Musical & Performing Arts; Romance","NR","Johnnie To","Sylvia Chang","","","Yun-Fat Chow 
as Chairman Ho Chung-ping 
 
 
 
 Wang Ziyi 
as Lee Xiang 
 
 
 
 Sylvia Chang 
as CEO Miss Chang 
 
 
 
 Eason Chan 
 
 
 
 Lang Yueting 
 
 
 
 Tang Wei","","In this stylish musical, a CEO's plan to take her company public hits a roadblock when an audit exposes a great deal of corruption. As a result, the stock bonus her former mentor had promised her is in jeopardy."
"https://www.rottentomatoes.com/m/the_pack_2016","","","https://resizing.flixster.com/e3r_bKOOrlyvG2f69UYeI2lounQ=/206x305/v1.bTsxMTIwNjkyOTtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","The Pack","50","17%","6.6/10","8","","Art House & International; Horror; Mystery & Suspense","NR","Nick Robertson (IV)","Evan Randall Green","","","Anna Lise Phillips 
 
 
 
 Jack Campbell (III) 
 
 
 
 Katie Moore (VIII) 
 
 
 
 Kieran Thomas McNamara 
 
 
 
 Hamish Phillips","","Man's best friend turns against him when a horde of bloodthirsty wild dogs descends upon a family's farmhouse. In a remote stretch of the Australian Outback, a sheep rancher, his veterinarian wife, and their two teenage children live in bucolic isolation-until a horrifying night when a pack of fang-bearing, four-legged rabid beasts besiege their home. With no one around to help them, the family must band together to survive-or else become canine kibble. Generating a steadily mounting sense of dread, this film cleverly toys with genre conventions before it goes in for the kill."
"https://www.rottentomatoes.com/m/el_mas_buscado","","","https://resizing.flixster.com/vJa_ODK7nHfldcj8NuwEYSqqXZk=/206x305/v1.bTsxMTIwMzI2MztqOzE3Njc5OzEyMDA7MjE0OzMxNw","El Más Buscado","86","89%","6/10","7","","Action & Adventure; Art House & International","NR","Jose Manuel Cravioto","Jose Manuel Cravioto","","","Gerardo Taracena 
 
 
 
 Paola Nunez 
 
 
 
 Marco Pérez 
 
 
 
 Tenoch Huerta 
 
 
 
 Rocío Verdejo 
 
 
 
 Vanessa Matéo","",""
"https://www.rottentomatoes.com/m/the_leisure_class","The Leisure Class","(2015)","https://resizing.flixster.com/Je84F6v-smBdd8zJoYY0jDccwpU=/206x305/v1.bTsxMTIwMzQyODtqOzE3Njc5OzEyMDA7NzIwOzk2MA","The Leisure Class","0","16%","3.9/10","9","","Comedy","NR","Jason Mann","Jason Mann; Pete Jones","","","Ed Weeks 
as William Rooney 
 
 
 
 Tom Bell 
as Leonard 
 
 
 
 Bruce Davison 
as Edward Langston 
 
 
 
 Brenda Strong 
as Charlotte Langston 
 
 
 
 Bridget Regan 
as Fiona Langston 
 
 
 
 Scottie Thompson 
as Allison Langston 
 
 
 
 Melanie Zanetti 
as Carolyn Langston 
 
 
 
 Christine Lakin 
 
 
 
 Rory Knox Johnston 
 
 Show More Cast","","A dashing English con man's scheme to marry into a prominent East Coast family is threatened by the arrival of his unhinged, ne'er-do-well brother on the eve of his wedding to the daughter of a U.S. senator. Feature directorial debut for Jason Mann, the winner of the fourth season of HBO's ""Project Greenlight."""
"https://www.rottentomatoes.com/m/the_funhouse_massacre","The Funhouse Massacre","(2015)","https://resizing.flixster.com/pIZO4VPtbU8WaVxp6MzREajtevE=/206x305/v1.bTsxMTIwMzQzNjtqOzE3Njc5OzEyMDA7MjcwMDs0MDAw","The Funhouse Massacre","64","39%","6.7/10","11","","Comedy","R (for bloody horror violence and gore, language, some sexual content/nudity and drug use)","Andy Palmer","Ben Begley","","","Chasty Ballesteros 
as Christina 
 
 
 
 Jere Burns 
as Mental Manny 
 
 
 
 Sterling Sulieman 
as Jason 
 
 
 
 Erick Chavarria 
as Gerardo 
 
 
 
 Courtney Gains 
as Dennis 
 
 
 
 Scottie Thompson 
as Sheriff Kate 
 
 
 
 Michael Eric Reid 
as Mikey 
 
 
 
 Ben Begley 
as Deputy Doyle 
 
 
 
 Mars Crain 
as Rocco 
 
 
 
 Robert Englund 
as Warden 
 
 
 
 Matt Angel 
as Morgan 
 
 
 
 Johanna McGinley 
as Sewn Dead Woman 
 
 
 
 Candice De Visser 
as Dollface/Ms. Quinn 
 
 
 
 Clint Howard 
as Taxidermist 
 
 
 
 E.E. Bell 
as Animal 
 
 Show More Cast","","On Halloween night a gruesome group of the United States most notorious and colorful serial killers escape from Statesville Asylum and descend on a giant funhouse whose theme is based on their different reigns of terror. The unsuspected carnival goers think that the carnage created is just part of the show, that is until they become part of the main attraction. The only people left to stop them, a rag tag group of college kids, a clueless Deputy and the local Sheriff, who seems to have a strange attachment to the leader of this gaggle of maniacs, the silver tongued devil, ""Manny the Prophet."""
"https://www.rottentomatoes.com/m/lights_out_2016","Lights Out","(2016)","https://resizing.flixster.com/RtOfbQaXc6PNL2f0aaS4SUcI-3k=/206x305/v1.bTsxMjE1MjY5MDtqOzE3NjAwOzEyMDA7NDA1MDs2MDAw","Lights Out","76","62%","6.3/10","161","makes skillful use of sturdy genre tropes -- and some terrific performances -- for an unsettling, fright-filled experience that delivers superior chills without skimping on story.","Horror","PG-13 (for terror throughout, violence including disturbing images, some thematic material and brief drug content)","David F. Sandberg","Eric Heisserer","RatPac-Dune Entertainment","81 minutes","Teresa Palmer 
as Rebecca 
 
 
 
 Gabriel Bateman 
as Martin 
 
 
 
 Maria Bello 
as Sophie 
 
 
 
 Alexander DiPersia 
as Bret 
 
 
 
 Billy Burke 
as Paul 
 
 
 
 Alicia Vela-Bailey 
as Diana 
 
 
 
 Andi Osho 
as Emma 
 
 
 
 Lotta Losten 
as Esther 
 
 
 
 Rolando Boyce 
as Officer Brian Andrews 
 
 
 
 Maria Russell 
as Officer Gomez 
 
 
 
 Elizabeth Pan 
as Nurse 
 
 
 
 Amiah Miller 
as Young Rebecca 
 
 
 
 Ava Cantrell 
as Teen Diana 
 
 
 
 Emily Alyn Lind 
as Teen Sophie 
 
 Show More Cast","","When a bloodthirsty supernatural being that lurks in the shadows preys upon a family, a young woman must fight to protect herself, save her little half-brother, and uncover a mystery about her family's shadowy past."
"https://www.rottentomatoes.com/m/bleak_street","Bleak Street (La calle de la amargura)","(2016)","https://resizing.flixster.com/5vox2ZBoeQijY-OEpAzBoiyX6Bk=/206x305/v1.bTsxMTQ1MjUyMjtqOzE3NjgyOzEyMDA7NjQwOzkyNA","Bleak Street (La calle de la amargura)","50","38%","7.4/10","20","isn't quite weird enough to work.","Art House & International; Comedy; Drama","NR","Arturo Ripstein","Paz Alicia Garcíadiego","","","Alberto Estrella 
as Juanes 
 
 
 
 Arcelia Ramirez 
as Zerna 
 
 
 
 Silvia Pasquel 
as Doña Epi 
 
 
 
 Patricia Reyes Spíndola 
as Adela 
 
 
 
 Alejandro Suarez 
as Max 
 
 
 
 Alejandro Suarez 
as Max 
 
 
 
 Nora Velázquez 
as Dora 
 
 
 
 Erando González 
as Ornelas 
 
 
 
 Paola Arroyo 
as Azucena 
 
 
 
 Juan Longoria 
as Little Death 
 
 
 
 Guillermo Lopez 
as Little AK 
 
 
 
 Emoé DeLa Parra 
as Mágara 
 
 
 
 Greta Cervantes 
as Jeza 
 
 
 
 Eligio Meléndez 
as Hilario 
 
 
 
 Lety Gomez 
as Older Woman 
 
 Show More Cast","","In the early morning hours, two elderly prostitutes go back to their hovels. They are not tired from working; they are tired of not working. One has problems at home with her teenage daughter and cross dressing husband. The other lives with her invalid mother and loneliness. But that night, they have a date to celebrate the victory in the ring of two wrestlers, twin midgets wearing masks. At the hourly hotel, in order to rob the tiny men of their earnings, they drug them with eye drops. But the dose proves fatal. They murder them unintentionally. Scared and confused, they decide to hide from the police and run away together to live, as they always have, on Bleak Street.; More"
"https://www.rottentomatoes.com/m/jeruzalem","","","https://resizing.flixster.com/YjGB_GY9520qbNVD7qKDUixy5ic=/206x305/v1.bTsxMTIwMzI3MjtqOzE3Njc5OzEyMDA7NTA5Ozc1NQ","Jeruzalem","59","55%","5.7/10","22","","Art House & International; Horror","NR (for horror violence, language throughout, some sexuality/nudity and brief drug use)","Doron Paz; Yoav Paz","Doron Paz; Yoav Paz","","","Yael Grobglas 
 
 
 
 Yon Tumarkin 
 
 
 
 Danielle Jadelyn 
 
 
 
 Dibi Ben-Yosef 
 
 
 
 Ido Di Capua","","Two American girls on vacation follow a mysterious and handsome anthropology student on a trip to Jerusalem. The party is cut short when the trio are caught in the middle of a biblical apocalypse. Trapped between the ancient walls of the holy city, the three travelers must survive long enough to find a way out as the fury of hell is unleashed upon them."
"https://www.rottentomatoes.com/m/unindian_2015","","","https://resizing.flixster.com/-y5luIGbisJi9WNmdS4sTeWoxWM=/206x305/v1.bTsxMjE5ODM1MTtqOzE3NjAxOzEyMDA7NTYxOzgyOQ","UNindian","67","71%","5/10","15","","Art House & International; Comedy; Drama; Romance","NR","Anupam Sharma","","","","John Howard (II) 
 
 
 
 Heather Maltman 
 
 
 
 Pallavi Sharda 
 
 
 
 Tannishtha Chatterjee 
 
 
 
 Stephen Hunter (II)","",""
"https://www.rottentomatoes.com/m/the_survivalist_2017","The Survivalist","(2017)","https://resizing.flixster.com/vydIx3NOw17HEpeBXPeuv6240oQ=/206x305/v1.bTsxMjM3MzQ1NztqOzE3NjAzOzEyMDA7NTQwOzgwMA","The Survivalist","97","65%","7.8/10","39","'s deliberate pace pays gripping dividends with a tautly told post-apocalyptic drama that offers some uniquely thought-provoking twists.","Art House & International; Drama; Mystery & Suspense; Science Fiction & Fantasy","NR","Stephen Fingleton","Stephen Fingleton","","","Martin McCann 
as Survivalist 
 
 
 
 Mia Goth 
as Milja 
 
 
 
 Olwen Fouere 
as Kathryn 
 
 
 
 Douglas Russell 
 
 
 
 Ryan McParland","","A time of starvation. The Survivalist lives off a small plot of land hidden deep in forest protecting his crop from intruders with his shotgun and improvised traps. But the long years alone have taken their toll on him and he is beginning to lose his grip on reality. Everything changes when a starving woman called KATHRYN and her teenage daughter, MILJA, discover the farm. Desperate for shelter, the mother offers up her daughter to spend the night with him in return for bed and board. Overcome with desire, Survivalist breaks his strict code of self-preservation and accepts them into his cabin. As the exchange becomes an uneasy ongoing arrangement, the women plot to get rid of Survivalist and have the farm for themselves. But just as they are about to put their plan into action, an intruder kidnaps Milja and Survivalist risks his life to save her. As he is nursed back to health by the women, food runs short on the farm and they are forced to make desperate decisions to survive.; More"
"https://www.rottentomatoes.com/m/remainder_2015","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Remainder","95","39%","7.3/10","20","","Art House & International; Drama","NR","Omer Fast","","","","Tom Sturridge 
 
 
 
 Arsher Ali 
 
 
 
 Cush Jumbo 
 
 
 
 Ed Speleers 
 
 
 
 Adrian Schiller","","Hit by a falling object in a freak accident, an unnamed man awakens from a coma with 8.5m in compensation and his memory gone. All that remains is a fragmentary image - a small boy at the top of a stairwell in an old house, reaching out his hand to an old lady on the floor below which the man physically reconstructs in the hope of triggering a more complex memory. Using his wealth, the man acquires a block of apartments and populates it with actors to play out the scene again and again and again. But as scraps of other memories present themselves and the man becomes ever more desperate to reconnect to life, his re-enactments grow increasingly complicated and risky, leading him to an unsolved crime and the secret of his undoing.; More"
"https://www.rottentomatoes.com/m/villa_itinerario_de_una_pasion","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Villa, itinerario de una pasión","14","","2.7/10","7","","Art House & International; Special Interest","NR","Juan Andrés Bueno; Lourdes Deschamps","","","","Denise Castillo 
 
 
 
 Diana Bracho 
 
 
 
 Gabriela Canudas 
 
 
 
 Joaquín Cosio 
 
 
 
 Paola Nunez","",""
"https://www.rottentomatoes.com/m/split_2017","Split","(2017)","https://resizing.flixster.com/0DJvEcbShGd7eZpLyhdjO0A926U=/206x305/v1.bTsxMjMwMzA0MjtqOzE3NjAyOzEyMDA7NDA1OzYwMA","Split","75","78%","6.4/10","249","serves as a dramatic tour de force for James McAvoy in multiple roles -- and finds writer-director M. Night Shyamalan returning resoundingly to thrilling form.","Drama; Horror; Mystery & Suspense","PG-13 (for disturbing thematic content and behavior, violence and some language)","M. Night Shyamalan","M. Night Shyamalan","Universal Pictures","116 minutes","James McAvoy 
as Dennis/ Patricial/ Hedwig/ The Beast/ Kevin Wendell Crumb 
 
 
 
 Anya Taylor-Joy 
as Casey Cooke 
 
 
 
 Betty Buckley 
as Dr. Karen Fletcher 
 
 
 
 Haley Lu Richardson 
as Claire Benoit 
 
 
 
 Jessica Sula 
as Marcia 
 
 
 
 Brad William Henke 
as Uncle John 
 
 
 
 Izzie Leigh Coffey 
as 5-year-old Casey 
 
 
 
 Sebastian Arcelus 
as Casey's Father 
 
 
 
 Neal Huff 
as Mr. Benoit 
 
 
 
 Michael Robert Kelly 
as Joe 
 
 
 
 Ukee Washington 
as News Anchor 
 
 
 
 M. Night Shyamalan 
as Jai, Hooters Lover 
 
 
 
 Rosemary Howard 
as Kevin's Mother 
 
 
 
 Lynn Renee 
as Academic Moderator 
 
 
 
 Peter Patrikios 
as Taxi Driver 
 
 
 
 Kash Goins 
as Flower Kiosk Seller 
 
 
 
 Roy Wilson 
as Security Guy with Dog 
 
 
 
 Christopher Lee Philips 
as Older Worker 
 
 
 
 Nakia Dillard 
as Police Officer #2 
 
 
 
 Bruce Winant 
as Game Show Host 
 
 Show More Cast","","While the mental divisions of those with dissociative identity disorder have long fascinated and eluded science, it is believed that some can also manifest unique physical attributes for each personality, a cognitive and physiological prism within a single being. Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him - as well as everyone around him - as the walls between his compartments shatter apart.; More"
"https://www.rottentomatoes.com/m/psycho_pass_the_movie","Psycho-Pass: The Movie (Gekijouban Psycho-Pass)","(2016)","https://resizing.flixster.com/aK7afDckLTywI_NjMrAKvjBZ-dE=/206x305/v1.bTsxMTU0OTQ4ODtqOzE3NjgzOzEyMDA7MTEwNTsxNjAw","Psycho-Pass: The Movie (Gekijouban Psycho-Pass)","","73%","","","","Action & Adventure; Animation; Art House & International; Science Fiction & Fantasy","NR","Katsuyuki Motohiro; Naoyoshi Shiotani","Makoto Fukami; Gen Urobuchi","","","Major Attaway 
as Desmond Rutaganda 
 
 
 
 Kana Hanazawa 
as Akane Tsunemori 
 
 
 
 Chuck Huber 
as Tadao Miyazaki","","Confident with the success of the Sybil System, the Japanese government begins exporting the technology to other countries. However, when foreign terrorists begin slipping through the System's security and attacking from within, Inspector Akane Tsunemori is sent overseas to investigate. When her hunt for justice forces her into a standoff with an old ally, will she be able to pull the trigger?"
"https://www.rottentomatoes.com/m/bridget_joness_baby_2016","Bridget Jones's Baby","(2016)","https://resizing.flixster.com/7icgJZHO7WhJhKGCiXt31KHLOrM=/206x305/v1.bTsxMjIxODU3ODtqOzE3NjAxOzEyMDA7NzYzOzEwMDA","Bridget Jones's Baby","77","65%","6.3/10","193","might be late on arrival, but fans of the series should still find its third installment a bouncing bundle of joy.","Comedy; Romance","R (for language, sex references and some nudity)","Sharon Maguire","Emma Thompson; Helen Fielding; Dan Mazer","Working Title","122 minutes","Renée Zellweger 
as Bridget Jones 
 
 
 
 Colin Firth 
as Mark Darcy 
 
 
 
 Patrick Dempsey 
as Jack 
 
 
 
 Jim Broadbent 
as Bridget's Dad 
 
 
 
 Gemma Jones 
as Bridget's Mum 
 
 
 
 Emma Thompson 
as Dr. Rawlings 
 
 
 
 Sally Phillips 
as Shazzer 
 
 
 
 Julian Rhind-Tutt 
as Fergus 
 
 
 
 Shirley Henderson 
as Jude 
 
 
 
 Ben Willbond 
as Giles 
 
 
 
 Paul Bentall 
as Minister 
 
 
 
 Agni Tsangaridou 
as Camilla 
 
 
 
 Katia Elizarova 
as Glamorous-Looking Woman 
 
 
 
 Tom Rosenthal 
as Josh- Researcher 
 
 
 
 Beattie Edmondson 
as Laura (Young Assistant) 
 
 
 
 Sarah Solemani 
as Miranda 
 
 
 
 Joanna Scanlan 
as Cathy- Makeup Lady 
 
 
 
 Neil Pearson 
as Richard Finch 
 
 
 
 Erron Gordon 
as Hard News Studio Director 
 
 
 
 Laura Pearce 
as Head News Studio PA 
 
 
 
 John Webb 
as Hard News Studio Vision Mixer 
 
 
 
 Patrick Malahide 
as George Wilkins 
 
 
 
 Kate O'Flynn 
as Alice 
 
 
 
 James Callis 
as Tom 
 
 
 
 Will Firth 
as Dreadlocked Guy 
 
 
 
 Ed Sheeran 
as Himself 
 
 
 
 Rafferty Railton 
as Spike 
 
 
 
 Abigail Kimber 
as Ruby 
 
 
 
 Amy Jayne 
as Poppy 
 
 
 
 Adam Leese 
as Photographer 
 
 
 
 Darren Boyd 
as Jeremy 
 
 
 
 Jessica Hynes 
as Magda 
 
 
 
 Alana Hood 
as Ginny 
 
 
 
 Dolly Wells 
as Woney 
 
 
 
 George Barnden 
as Boy One 
 
 
 
 Freddie Barnden 
as Boy Two 
 
 
 
 Cameron Lane 
as Boy Three 
 
 
 
 Enzo Cilenti 
as Gianni 
 
 
 
 Ben Ashenden 
as Pierce 
 
 
 
 Aiste Gramantaite 
as Girl Band Member 1 
 
 
 
 Maria Alexe 
as Girl Band Member 3 
 
 
 
 Souad Faress 
as Judge 
 
 
 
 Nick Mohammed 
as Ariyaratna 
 
 
 
 David Forest 
as Graham 
 
 
 
 Maitland Chandler 
as Edward 
 
 
 
 Dominic Coleman 
as Village Hill Photographer 
 
 
 
 Celia Imrie 
as Una 
 
 
 
 Debra Gillett 
as Daisy 
 
 
 
 Chooye Bay 
as Studio Guest 
 
 
 
 Bruce Wang 
as General Lu Tong 
 
 
 
 Cathy Murphy 
as Cashier 
 
 
 
 Ashley McGuire 
as Midwife 
 
 
 
 Janet Henfrey 
as Mavis Enderbury 
 
 
 
 Richard Rycroft 
as Election Official 
 
 
 
 David Crow 
as Wedding Minister 
 
 
 
 Shirley Dixon 
as Mrs. Darcy 
 
 
 
 Donald Douglas 
as Admiral Darcy 
 
 
 
 James Faulkner 
as Uncle Geoffrey 
 
 Show More Cast","","Oscar (R) winners Renée Zellweger and Colin Firth are joined by Patrick Dempsey for the next chapter of the world's favorite singleton in Bridget Jones's Baby. Directed by Sharon Maguire (Bridget Jones's Diary), the new film in the beloved comedy series based on creator Helen Fielding's heroine finds Bridget unexpectedly expecting. After breaking up with Mark Darcy (Firth), Bridget Jones's (Zellweger) ""happily ever after"" hasn't quite gone according to plan. Fortysomething and single again, she decides to focus on her job as top news producer and surround herself with old friends and new. For once, Bridget has everything completely under control. What could possibly go wrong? Then her love life takes a turn and Bridget meets a dashing American named Jack (Dempsey), the suitor who is everything Mr. Darcy is not. In an unlikely twist she finds herself pregnant, but with one hitch...she can only be fifty percent sure of the identity of her baby's father. The much-anticipated third installment of the Bridget Jones's franchise welcomes fellow Academy Award (R) winner Emma Thompson to the cast. Longtime collaborators Tim Bevan and Eric Fellner of Working Title Films produce alongside Debra Hayward. Universal Pictures will distribute Bridget Jones's Baby in North America and select international territories.; More"
"https://www.rottentomatoes.com/m/colossal","Colossal","(2017)","https://resizing.flixster.com/bir9udxHQHwg6N99RNKZBVkwuPI=/206x305/v1.bTsxMjMyMzE1ODtqOzE3NjAyOzEyMDA7MjAzMjsyOTU2","Colossal","80","59%","7.1/10","218","'s singular strangeness can be disorienting, but viewers who hang on may find that its genre-defying execution -- and Anne Hathaway's performance -- is well worth the ride.","Comedy; Romance","R (for language)","Nacho Vigalondo","Nacho Vigalondo","","110 minutes","Anne Hathaway 
as Gloria 
 
 
 
 Jason Sudeikis 
as Oscar 
 
 
 
 Dan Stevens (IV) 
as Tim 
 
 
 
 Austin Stowell 
 
 
 
 Tim Blake Nelson","","Gloria is an out-of-work party girl who, after getting kicked out of her apartment by her boyfriend, is forced to leave her life in New York and move back to her hometown. When news reports surface that a giant creature is destroying Seoul, South Korea, Gloria gradually comes to the realization that she is somehow connected to this far-off phenomenon. As events begin to spin out of control, Gloria must determine why her seemingly insignificant existence has such a colossal effect on the fate of the world."
"https://www.rottentomatoes.com/m/atomic_blonde_2017","Atomic Blonde","(2017)","https://resizing.flixster.com/wIdqelZpEhPrJxGisXmFVlxAEyo=/206x305/v1.bTsxMjQyMDQ2OTtqOzE3NjAzOzEyMDA7NDI0OzY3Mg","Atomic Blonde","77","64%","6.5/10","278","gets enough mileage out of its stylish action sequences -- and ever-magnetic star -- to make up for a narrative that's somewhat less hard-hitting than its protagonist.","Action & Adventure; Drama; Mystery & Suspense","R (for sequences of strong violence, language throughout, and some sexuality/nudity)","David Leitch","Kurt Johnstad","Focus Features","115 minutes","Charlize Theron 
as Lorraine Broughton 
 
 
 
 James McAvoy 
as David Percival 
 
 
 
 John Goodman 
as CIA Agent 
 
 
 
 Til Schweiger 
 
 
 
 Eddie Marsan 
as Spyglass 
 
 
 
 Sofia Boutella 
as Delphine 
 
 
 
 Toby Jones 
as Gray 
 
 
 
 James Faulkner 
as C 
 
 
 
 Jóhannes Haukur Jóhannesson 
as Yuri Bakhtin 
 
 
 
 Roland Møller 
as Beckmentov 
 
 
 
 Bill Skarsgård 
as Merkel 
 
 
 
 Barbara Sukowa 
as Yuri Bakhtin 
 
 
 
 Johannes Johannesson 
 
 
 
 Daniel Bernhardt 
 
 Show More Cast","","A high-stakes, global action-thriller that takes place in the city of Berlin, on the eve of the Wall's collapse and the shifting of superpower alliances. Charlize Theron (""Mad Max: Fury Road"") portrays Lorraine Broughton, a top-level spy for MI6, who is dispatched to Berlin to take down a ruthless espionage ring that has just killed an undercover agent for reasons unknown. She is ordered to cooperate with Berlin station chief David Percival (James McAvoy of ""X-Men""), and the two form an uneasy alliance, unleashing their full arsenal of skills in pursuing a threat that jeopardizes the West's entire intelligence operation.; More"
"https://www.rottentomatoes.com/m/freaks_of_nature","Freaks Of Nature","(2015)","https://resizing.flixster.com/jakZ7q7uo5gs0nn4LOTCnG0sP0E=/206x305/v1.bTsxMTIwMzQyMDtqOzE3Njc5OzEyMDA7MTA4MDsxNjAw","Freaks Of Nature","","44%","","","","Comedy; Horror","R (for bloody violence and gore, pervasive language, sexual content and drug use - all involving teens.)","Robbie Pickering","Oren Uziel","","","Nicholas Braun 
as Dag Parker 
 
 
 
 Mackenzie Davis 
as Petra Lane 
 
 
 
 Josh Fadem 
as Ned 
 
 
 
 Denis Leary 
as Rick Wilson 
 
 
 
 Ed Westwick 
as Milan Pinache 
 
 
 
 Vanessa Hudgens 
as Lorelei 
 
 
 
 Keegan-Michael Key 
as Mr. Keller 
 
 
 
 Bob Odenkirk 
as Shooter Parker 
 
 
 
 Joan Cusack 
as Peg Parker 
 
 
 
 Patton Oswalt 
as Stuart Miller 
 
 
 
 Cerina Vincent 
as Daisy 
 
 
 
 Chris Zylka 
as Chaz Jr. 
 
 
 
 Ian Roberts 
as Chaz Sr. 
 
 
 
 Rachael Harris 
as Mrs. Mosely 
 
 
 
 Mae Whitman 
as Jenna Zombie 
 
 
 
 Pat Healy 
as Zombie Priest 
 
 
 
 Shannon Welles 
as Nana Miller 
 
 
 
 David Castaneda 
as Tony Cerone 
 
 
 
 Lavelle Roby 
as Mrs. Franklin 
 
 
 
 Utkarsh Ambudkar 
as Parminder 
 
 
 
 Chris Gouchoe 
as Chaz Jr.'s Jock Friend 
 
 
 
 Irene Choi 
as Goth Girl 
 
 
 
 John Ennis 
as Coac Pulcifer 
 
 
 
 Aurora Perrineau 
as Vampiress 
 
 
 
 Werner Herzog 
as Voice of the Perfect Being 
 
 Show More Cast","","In Freaks of Nature, we welcome you to Dillford, where three days ago, everything was peaceful and business as usual: the vampires were at the top of the social order, the zombies were at the bottom, and the humans were getting along in the middle. But this delicate balance was ripped apart when the alien apocalypse arrived in Dillford and put an end to all the harmony. Now it's humans vs. vampires vs. zombies in all-out, blood-sucking, brain-eating, vamp-staking mortal combat - and all of them are on the run from the aliens. It is up to three teenagers - one human, one vampire, and one zombie - to team up, figure out how to get rid of the interplanetary visitors, and try to restore order to this ""normal"" little town.; More"
